did,depname,univid
1,"中国语言文学系",1001
2,"人文社会科学学院",1001
3,"企业管理系",1001
4,"体育教研部",1001
5,"信息学院",1001
6,"信息艺术设计系",1001
7,"公共管理学院",1001
8,"化学工程系",1001
9,"化学系",1001
10,"医学系",1001
11,"协和医学院",1001
12,"历史系",1001
13,"哲学系",1001
14,"国际学院",1001
15,"国际贸易与金融系",1001
16,"国际问题研究所",1001
17,"土木工程系",1001
18,"城市规划系",1001
19,"基础科学班",1001
20,"外语系",1001
21,"对外交流中心",1001
22,"工业工程系",1001
23,"工业设计",1001
24,"工商管理",1001
25,"工程力学系",1001
26,"工程物理系",1001
27,"应用技术学院",1001
28,"建筑技术科学系",1001
29,"建筑系",1001
30,"建设管理系",1001
31,"微电子与纳电子学系",1001
32,"微电子学研究所",1001
33,"技术经济与管理系",1001
34,"政治学系",1001
35,"教育研究所",1001
36,"数学科学系",1001
37,"新闻与传播学院",1001
38,"景观学系",1001
39,"机械工程系",1001
40,"机电",1001
41,"材料科学与工程系",1001
42,"核能与新能源技术研究院",1001
43,"水利水电工程系",1001
44,"汽车工程系",1001
45,"法学院",1001
46,"热能工程系",1001
47,"物理系",1001
48,"环境科学与工程系",1001
49,"环境艺术设计系",1001
50,"理学院",1001
51,"生物医学工程系",1001
52,"生物科学与技术系",1001
53,"电子工程系",1001
54,"电子系",1001
55,"电机工程与应用电子技术系",1001
56,"研究生院",1001
57,"社会学系",1001
58,"科技与社会研究所",1001
59,"第一附属医院",1001
60,"第二附属医院",1001
61,"管理科学与工程系",1001
62,"精密仪器与机械学系",1001
63,"经济学研究所",1001
64,"经济管理学院",1001
65,"继续教育学院",1001
66,"美术学院",1001
67,"美术学院（史论分部）",1001
68,"美术学院（工业设计系）",1001
69,"美术学院（环境艺术系）",1001
70,"美术学院（美术分部）",1001
71,"美术学院（设计分部）",1001
72,"美术学院（雕塑系）",1001
73,"自动化系",1001
74,"航天航空学院",1001
75,"艺术教育中心",1001
76,"药学系",1001
77,"计算器应用与维修",1001
78,"计算机科学与技术系",1001
79,"软件学院",1001
80,"金融系",1001
81,"高等研究中心",1001
82,EECS,1002
83,"中国经济研究中心",1002
84,"中国语言文学系",1002
85,"中文系",1002
86,"人口研究所",1002
87,"伦敦政治经济学院",1002
88,"体育教研部",1002
89,"体育系",1002
90,"信息科学技术学院",1002
91,"信息管理系",1002
92,"元培计划",1002
93,"光华管理学院",1002
94,"公共卫生学院",1002
95,"其他院系",1002
96,"分子医学研究所",1002
97,"力学与工程科学系",1002
98,"化学与分子工程学院",1002
99,"北京大学第三医院",1002
100,"医学部",1002
101,"医学部公共卫生学院",1002
102,"医学部公共教学部",1002
103,"医学部基础医学院",1002
104,"医学部护理学院",1002
105,"医学部药学院",1002
106,"历史学系",1002
107,"口腔医学院/口腔医院",1002
108,"哲学系",1002
109,"国际关系学院",1002
110,"地球与空间科学学院",1002
111,"地球物理学系",1002
112,"地质学系",1002
113,"城市与环境学系",1002
114,"城市与环境学院",1002
115,"基础医学院",1002
116,"外国语学院",1002
117,"天使培训基地",1002
118,"对外汉语教育学院",1002
119,"工学院",1002
120,"应用文理学院",1002
121,"建筑学研究中心",1002
122,"微电子学系",1002
123,"心理学系",1002
124,"成人教育学院",1002
125,"技术物理系",1002
126,"政府管理学院",1002
127,"教育学院",1002
128,"数字艺术",1002
129,"数学科学学院",1002
130,"新闻与传播学院",1002
131,"智能科学系",1002
132,"民航总医院",1002
133,"汇丰商学院",1002
134,"法学院",1002
135,"法律自考部",1002
136,"深圳研究生院",1002
137,"物理学院",1002
138,"环境学院",1002
139,"生命科学学院",1002
140,"电子学系",1002
141,"电子工程系",1002
142,"社会学系",1002
143,"空间信息科学与技术系",1002
144,"第一临床医学院/第一医院",1002
145,"第三临床医学院/第三医院",1002
146,"第二临床医学院",1002
147,"第二临床医学院/人民医院",1002
148,"经济管理学院",1002
149,"考古文博学院",1002
150,"艺术学系",1002
151,"药学院",1002
152,"计算机科学与技术系",1002
153,"资源学院",1002
154,"软件与微电子学院",1002
155,"金融",1002
156,"马克思主义学院",1002
157,HND,1003
158,"中共党史系",1003
159,"人文学院",1003
160,"会计系",1003
161,"信息学院",1003
162,"信息资源管理学院",1003
163,"公共管理学院",1003
164,"农业与农村发展学院",1003
165,"劳动人事学院",1003
166,"化学系",1003
167,"历史学院",1003
168,"哲学院",1003
169,"商务管理",1003
170,"商学院",1003
171,"国学院",1003
172,"国际关系学院",1003
173,"国际合作部",1003
174,"国际政治系",1003
175,"国际贸易",1003
176,"培训学院",1003
177,"外国语学院",1003
178,"对外语言文化学院",1003
179,"工商管理",1003
180,"徐悲鸿艺术学院",1003
181,"文学院",1003
182,"新闻学院",1003
183,"法学院",1003
184,"清史所",1003
185,"物流",1003
186,"物理系",1003
187,"环境学院",1003
188,"社会与人口学院",1003
189,"经济学院",1003
190,"统计学院",1003
191,"继续教育学院",1003
192,"艺术",1003
193,"计算机",1003
194,"财政金融学院",1003
195,"马克思主义学院",1003
196,HND,1004
197,RafflesJuniorCollege,1004
198,"中国语言文学系",1004
199,"中法工程师学院",1004
200,"人文学院",1004
201,"人文社会科学学院",1004
202,"仪器科学与光电工程学院",1004
203,"公共管理学院",1004
204,"创业管理学院",1004
205,"化学与环境学院27系",1004
206,"北海学院",1004
207,"土木工程系",1004
208,"外语系12系",1004
209,"宇航学院15系",1004
210,"工业与制造系统工程系",1004
211,"工业设计系",1004
212,"工程系统工程系14系",1004
213,"新媒体艺术系",1004
214,"旅游管理学院",1004
215,"机械工程及自动化学院7系",1004
216,"材料科学与工程学院1系",1004
217,"汽车工程系13系",1004
218,"法学院20系",1004
219,"环境工程系",1004
220,"理学院9系",1004
221,"生物工程系10系",1004
222,"电子信息工程学院2系",1004
223,"经济管理学院8系",1004
224,"继续教育学院",1004
225,"能源与动力工程学院4系",1004
226,"自动化科学与电气工程学院3系",1004
227,"航空科学与工程学院5系",1004
228,"计算机",1004
229,"软件学院21系",1004
230,"飞行学院",1004
231,"高等工程学院23系",1004
232,"世纪学院",1005
233,"体育部",1005
234,"信息工程学院",1005
235,"信息网络中心",1005
236,"国际学院",1005
237,"文法经济学院",1005
238,"民族教育学院",1005
239,"理学院",1005
240,"电信工程学院",1005
241,"电子工程学院",1005
242,"经济管理学院",1005
243,"网络教育学院",1005
244,"自动化学院",1005
245,"艺术与传媒学院",1005
246,"计算机科学与技术学院",1005
247,"语言学院",1005
248,"软件学院",1005
249,"通信网络综合技术研究所",1005
250,"体育与运动学院",1006
251,"信息科学与技术学院",1006
252,"信息网络中心",1006
253,"刑事法律科学研究院",1006
254,"化学学院",1006
255,"北京文化发展研究院",1006
256,"历史学院",1006
257,"古籍研究所",1006
258,"哲学与社会学学院",1006
259,"商学院",1006
260,"国际交流学院",1006
261,"国际金融",1006
262,"地理学与遥感科学学院",1006
263,"外国语言文学学院",1006
264,"天文系",1006
265,"心理学院",1006
266,"政治学与国际关系学院",1006
267,"教育学院",1006
268,"教育技术学院",1006
269,"教育管理学院",1006
270,"数学科学学院",1006
271,"文学院",1006
272,"材料科学与工程系",1006
273,"水科学研究院",1006
274,"汉语文化学院",1006
275,"法学院",1006
276,"法律与行政学院",1006
277,"物流管理",1006
278,"物理系",1006
279,"环境学院",1006
280,"生命科学学院",1006
281,"管理学院",1006
282,"经济与工商管理学院",1006
283,"经济与资源管理研究所",1006
284,"继续教育与教师培训学院",1006
285,"艺术与传媒学院",1006
286,"计算机",1006
287,"认知神经科学与学习研究所",1006
288,"资源学院",1006
289,"高等教育研究所",1006
290,"中国语言文学系",1007
291,"传播学系",1007
292,"信息工程学院",1007
293,"光电系",1007
294,"公共关系系",1007
295,"公共管理系",1007
296,"制片管理",1007
297,"动画学院",1007
298,"动画学院数字艺术系",1007
299,"动画技术系",1007
300,"动画艺术系",1007
301,"南广学院",1007
302,"国际传播学院",1007
303,"国际关系系",1007
304,"外语系",1007
305,"媒体管理学院",1007
306,"对外汉语",1007
307,"导演表演系－导演专业",1007
308,"导演表演系－表演专业",1007
309,"工学院",1007
310,"广告学系",1007
311,"广告设计系",1007
312,"广播电视工程系",1007
313,"广播电视文学系",1007
314,"应用数学系",1007
315,"应用语言学系",1007
316,"录音系",1007
317,"影视艺术学院",1007
318,"摄影系",1007
319,"播音与主持艺术（英语节目主持方向）",1007
320,"播音系",1007
321,"政治与法律学院",1007
322,"数字艺术系",1007
323,"数学系",1007
324,"文艺系",1007
325,"新闻学系",1007
326,"法律系",1007
327,"理学院",1007
328,"电子信息工程系",1007
329,"电视与新闻学院",1007
330,"电视系",1007
331,"电视节目制作",1007
332,"社科部",1007
333,"科学艺术系",1007
334,"管理科学与工程系",1007
335,"经济管理系",1007
336,"编辑出版系",1007
337,"美术系",1007
338,"自动化系",1007
339,"艺术传播系",1007
340,"英语语言文学系",1007
341,"计算机科学与技术系",1007
342,"语言文化系",1007
343,"软件工程系",1007
344,"远程与继续教育学院",1007
345,"通信工程系",1007
346,"音乐系",1007
347,"高等职业技术学院",1007
348,"中国语言文学系",1008
349,"亚欧系（德语）",1008
350,"亚欧系（日语）",1008
351,"亚欧系（法语）",1008
352,"亚欧系（西班牙语）",1008
353,"亚欧系（阿拉伯语）",1008
354,"亚欧系（韩语）",1008
355,"人文学院",1008
356,"会计系",1008
357,"信息管理系",1008
358,"出国部",1008
359,"国际商学院（会计学）",1008
360,"国际商学院（金融学）",1008
361,"外国语言学及应用语言学",1008
362,"对外汉语研究中心",1008
363,"对外汉语系",1008
364,"日本爱知班",1008
365,"日语系",1008
366,"比较文学研究所",1008
367,"汉语学院",1008
368,"法语语言文学",1008
369,"研究生部",1008
370,"继续教育学院",1008
371,"艺术系",1008
372,"英语系",1008
373,"英语语言文学",1008
374,"计算机系",1008
375,"信息基础科学系",1009
376,"信息工程学院",1009
377,"信息管理与信息系统",1009
378,"公共管理系",1009
379,"冶金与材料史研究所",1009
380,"冶金与生态工程学院",1009
381,"冶金研究中心",1009
382,"功能材料研究所",1009
383,"化学系",1009
384,"土木与环境工程学院",1009
385,"土木工程系",1009
386,"外国语学院",1009
387,"天津学院",1009
388,"学报编辑部",1009
389,"实验测试中心",1009
390,"工业工程",1009
391,"工业设计系",1009
392,"工商管理（含MBA）",1009
393,"工程训练中心",1009
394,"工程试验中心",1009
395,"应用学院",1009
396,"应用科学学院",1009
397,"延庆分校",1009
398,"数学与力学系",1009
399,"文法学院",1009
400,"文科实验中心",1009
401,"新金属材料国家重点实验室",1009
402,"无机非金属材料学系",1009
403,"有色金属冶金",1009
404,"机械制造及自动化系",1009
405,"机械工学系",1009
406,"机械工程学院",1009
407,"机械电子工程系",1009
408,"机械装备及控制工程系",1009
409,"材料加工工程系",1009
410,"材料学院",1009
411,"材料物理与化学系",1009
412,"材料科学与工程",1009
413,"法律系",1009
414,"测控技术与仪器系",1009
415,"热能工程系",1009
416,"物流工程系",1009
417,"物理化学系",1009
418,"环境工程系",1009
419,"现代化学研究中心",1009
420,"生态科学与工程",1009
421,"生物技术系",1009
422,"电子信息工程系",1009
423,"知识工程研究所",1009
424,"社会学和政治学系",1009
425,"社会科学系",1009
426,"管理科学与工程系",1009
427,"粉末冶金研究所",1009
428,"经济管理",1009
429,"经济贸易系",1009
430,"腐蚀与防护中心",1009
431,"自动化系",1009
432,"自动控制研究所",1009
433,"艺术教育中心",1009
434,"艺术设计系",1009
435,"计算机科学与技术",1009
436,"设备工程系",1009
437,"财务与会计系",1009
438,"资料室",1009
439,"资源工程系",1009
440,"车辆工程系",1009
441,"通信工程系",1009
442,"金融工程系",1009
443,"钢铁冶金系",1009
444,"零件扎制中心",1009
445,"高效轧制国家工程研究中心",1009
446,"高等教育研究所",1009
447,"人文与发展学院",1010
448,"体育学院",1010
449,"信息与电气工程学院",1010
450,"信息科学试验班",1010
451,"农学与生物技术学院",1010
452,"动物医学院",1010
453,"动物科技学院",1010
454,"北京建设大学",1010
455,"商学院",1010
456,"园林系",1010
457,"国际学院",1010
458,"媒体传播系",1010
459,"工业设计",1010
460,"工商企业管理",1010
461,"工学院",1010
462,"新闻传媒学院",1010
463,"水利与土木工程学院",1010
464,"法学院",1010
465,"法律",1010
466,"理学院",1010
467,"理工学院",1010
468,"生命科学理科实验班",1010
469,"生物学院",1010
470,"研究生院",1010
471,"科技防卫",1010
472,"经济管理学院",1010
473,"继续教育学院",1010
474,"职业学院",1010
475,"计算机科学与技术",1010
476,"试验班",1010
477,"资源与环境学院",1010
478,"食品与葡萄酒学院",1010
479,"食品科学与营养工程学院",1010
480,"中美犹他系",1011
481,"人文社会科学学院九院",1011
482,"信息科学技术学院",1011
483,"光电工程系（四系）",1011
484,"公共事务管理",1011
485,"化工与环境学院五院",1011
486,"外国语学院",1011
487,"宇航科学技术学院",1011
488,"新闻系",1011
489,"机械与车辆工程学院三院",1011
490,"机电工程学院",1011
491,"材料科学与工程学院四院",1011
492,"法学院",1011
493,"热能与动力工程",1011
494,"理学院七院",1011
495,"生命科学与技术学院六院",1011
496,"电子工程系",1011
497,"管理与经济学院",1011
498,"继续教育学院",1011
499,"自动控制系",1011
500,"计算机科学技术学院十二院",1011
501,"设计艺术学院十院",1011
502,"车辆工程",1011
503,"软件学院十一院",1011
504,"预科",1011
505,"高职学院",1011
506,"人文社会科学学院",1012
507,"信息学院",1012
508,"园林学院",1012
509,"国际学院",1012
510,"土木工程",1012
511,"土木工程系",1012
512,"外语学院",1012
513,"工学院",1012
514,"成人教育学院",1012
515,"材料科学与技术学院",1012
516,"林学院",1012
517,"水土保持学院",1012
518,"环境学院",1012
519,"环境艺术设计系",1012
520,"理学院",1012
521,"生物科学与技术学院",1012
522,"研究生院",1012
523,"经济管理学院",1012
524,"自然保护区学院",1012
525,"艺术设计系",1012
526,"资源与环境学院",1012
527,"交通运输学院",1013
528,"人文社会科学学院",1013
529,"国际项目",1013
530,"土建学院艺术设计",1013
531,"土木建筑工程学院",1013
532,"工商管理",1013
533,"建筑系",1013
534,"旅游英语",1013
535,"机械与电子控制工程学院",1013
536,"法学院",1013
537,"清河",1013
538,"燕郊职业技术学院",1013
539,"物业管理",1013
540,"物流研究院",1013
541,"理学院",1013
542,"生物医学工程",1013
543,"电子信息工程学院",1013
544,"电气工程学院",1013
545,"经济管理学院",1013
546,"经管",1013
547,"网络学院",1013
548,"艺术设计",1013
549,"计算机与信息技术学院",1013
550,"计算机科学与技术",1013
551,"软件学院",1013
552,"远程与继续教育学院",1013
553,"体育学院",1014
554,"力学与建筑工程学院",1014
555,"化学与环境工程学院",1014
556,"建筑系",1014
557,"成人教育学院",1014
558,"文法学院",1014
559,"机电与信息工程学院",1014
560,"理学院",1014
561,"管理学院",1014
562,"资源与安全工程学院",1014
563,"人文社会科学院",1015
564,"人文社科系",1015
565,"信息与通信工程系",1015
566,"北京信息工程学院",1015
567,"基础一部",1015
568,"基础二部",1015
569,"外语系",1015
570,"工商管理分院",1015
571,"工商管理系",1015
572,"机械工程系",1015
573,"机电工程学院",1015
574,"理学院",1015
575,"电子信息工程系",1015
576,"研究生部",1015
577,"社科部",1015
578,"经济管理学院",1015
579,"经济贸易系",1015
580,"艺术学院",1015
581,"计算中心",1015
582,"计算机信息系统系",1015
583,"计算机及自动化系",1015
584,"计算机科学与工程系",1015
585,"计算机科学与技术系",1015
586,"高职部",1015
587,"中加工商",1016
588,"人文社会科学学院",1016
589,"体育教学部",1016
590,"固体微结构与性能研究所",1016
591,"外国语学院",1016
592,"实验学院",1016
593,"嵌入式系统实验室",1016
594,"应用数理学院",1016
595,"建筑与城市规划学院",1016
596,"建筑工程学院",1016
597,"循环经济研究院",1016
598,"机械工程与应用电子技术学院",1016
599,"材料科学与工程学院",1016
600,"激光工程研究院",1016
601,"环境与能源工程学院",1016
602,"生命科学与生物工程学院",1016
603,"电子信息与控制工程学院",1016
604,"经济与管理学院",1016
605,"继续教育学院",1016
606,"艺术设计学院",1016
607,"计算机学院",1016
608,"软件学院",1016
609,"通州分校",1016
610,"信息科学与技术学院",1017
611,"化学工程学院",1017
612,"多媒体艺术设计",1017
613,"文法学院",1017
614,"机电工程学院",1017
615,"材料科学与工程学院",1017
616,"环境化学",1017
617,"理学院",1017
618,"生命科学与技术学院",1017
619,"研究生院",1017
620,"经济管理学院",1017
621,"继续教育学院",1017
622,"职业技术学院",1017
623,"音乐科",1017
624,"中德法学院",1018
625,"中欧法学院",1018
626,"中美法学院",1018
627,"人文学院",1018
628,"刑事司法学院",1018
629,"商学院",1018
630,"国际儒学院",1018
631,"国际教育学院",1018
632,"国际法学院",1018
633,"外国语学院",1018
634,"政治与公共管理学院",1018
635,"新闻与传播学院",1018
636,"民商经济法学院",1018
637,"法学院",1018
638,"研究生院",1018
639,"社会学院",1018
640,"继续教育学院",1018
641,"马克思主义学院",1018
642,"中国语言文学系",1019
643,"中德学院",1019
644,"中法2+2国际课程班",1019
645,"中法国际工商管理学院",1019
646,"中美国际管理学院",1019
647,"人文与社会科学学院",1019
648,"体育部",1019
649,"保险学院",1019
650,"信息学院",1019
651,"公共管理学院",1019
652,"卓越国际学院",1019
653,"国际商学院",1019
654,"国际经济贸易学院",1019
655,"国际课程班",1019
656,"国际贸易",1019
657,"外语学院",1019
658,"外语学院俄语系",1019
659,"外语学院意大利语系",1019
660,"外语学院法语系",1019
661,"外语学院西班牙语系",1019
662,"外语学院阿拉伯语系",1019
663,"外语学院韩语系",1019
664,"外贸英语",1019
665,"法学院",1019
666,"物流管理",1019
667,"研究生部",1019
668,"管理系",1019
669,"继续教育学院",1019
670,"英语学院",1019
671,"远程教育学院",1019
672,"金融学院",1019
673,"高等职业教育学院",1019
674,"高级研修学院",1019
675,"中国少数民族语言文学学院",1020
676,"中国民族理论与民族政策研究所",1020
677,"体育系",1020
678,"信息工程学院",1020
679,"其他",1020
680,"历史系",1020
681,"哲学与宗教学系",1020
682,"国际语言文化学院",1020
683,"外国语学院",1020
684,"成人教育学院",1020
685,"教育学院",1020
686,"文学与新闻传播学院",1020
687,"民族学与社会学学院",1020
688,"法学院",1020
689,"理学院",1020
690,"生命与环境科学学院",1020
691,"管理学院",1020
692,"经济学院",1020
693,"美术学院",1020
694,"舞蹈学院",1020
695,"藏学研究院",1020
696,"音乐学院",1020
697,"预科部",1020
698,"人文经管学院",1021
699,"体育课部",1021
700,"信息工程学院",1021
701,"土地科学技术学院",1021
702,"地球物理与信息技术学院",1021
703,"地球科学与资源学院",1021
704,"外语系",1021
705,"工程技术学院",1021
706,"成人教育学院",1021
707,"材料科学与工程学院",1021
708,"水资源与环境学院",1021
709,"海洋学院",1021
710,"珠宝学院",1021
711,"研究生院",1021
712,"网络学院",1021
713,"能源学院",1021
714,"艺术与传媒学院",1021
715,"软件学院",1021
716,"长城学院",1021
717,"上海光学精密机械研究所",1022
718,"上海分院",1022
719,"上海天文台",1022
720,"上海应用物理研究所",1022
721,"上海技术物理研究所",1022
722,"上海有机化学研究所",1022
723,"上海生命科学研究院",1022
724,"上海硅酸盐研究所",1022
725,"上海药物研究所",1022
726,"东北地理与农业生态研究所",1022
727,"中国地质科学院",1022
728,"中国气象科学研究院",1022
729,"中国防卫科技学院",1022
730,"中科院海洋所",1022
731,"乌鲁木齐天文站",1022
732,"云南天文台",1022
733,"亚热带农业生态研究所",1022
734,"信息学院",1022
735,"信息科学与工程学院",1022
736,"光电研究院",1022
737,"兰州分院",1022
738,"兰州化学物理研究所",1022
739,"兰州地质研究所",1022
740,"冶金自动化研究设计院",1022
741,"力学研究所",1022
742,"动物研究所",1022
743,"化学研究所",1022
744,"北京科学仪器研制中心",1022
745,"半导体研究所",1022
746,"华南植物研究所",1022
747,"南京分院",1022
748,"南京土壤研究所",1022
749,"南京地理与湖泊研究所",1022
750,"南京地质古生物研究所",1022
751,"南京天文仪器研制中心",1022
752,"南海海洋研究所",1022
753,"古脊椎动物与古人类研究所",1022
754,"合肥分院",1022
755,"合肥智能机械研究所",1022
756,"固体物理研究所",1022
757,"国家天文台",1022
758,"国家授时中心",1022
759,"国家纳米科学中心",1022
760,"地学院",1022
761,"地球环境研究所",1022
762,"地球科学学院",1022
763,"地理科学与资源研究所",1022
764,"地质与地球物理研究所",1022
765,"基因组所",1022
766,"声学研究所",1022
767,"声学研究所东海研究站",1022
768,"外语系",1022
769,"大气物理研究所",1022
770,"大连化学物理研究所",1022
771,"安徽光学精密机械研究所",1022
772,"寒区旱区环境与工程研究所",1022
773,"对地观测与数字地球中心",1022
774,"山西煤炭化学研究所",1022
775,"工程热物理研究所",1022
776,"广州分院",1022
777,"广州化学研究所",1022
778,"广州地球化学研究所",1022
779,"广州生物医药与健康研究院",1022
780,"广州能源研究所",1022
781,"微生物研究所",1022
782,"微电子所",1022
783,"心理研究所",1022
784,"成都光电技术研究所",1022
785,"成都分院",1022
786,"成都山地灾害与环境研究所",1022
787,"成都有机化学有限公司",1022
788,"成都生物研究所",1022
789,"成都计算所",1022
790,"数学与系统科学研究院",1022
791,"文献中心",1022
792,"文献情报中心",1022
793,"新疆分院",1022
794,"新疆理化技术研究所",1022
795,"新疆生态与地理研究所",1022
796,"昆明分院",1022
797,"昆明动物研究所",1022
798,"昆明植物研究所",1022
799,"本部",1022
800,"植物研究所",1022
801,"武汉分院",1022
802,"武汉岩土力学研究所",1022
803,"武汉植物研究所",1022
804,"武汉物理与数学研究所",1022
805,"武汉病毒研究所",1022
806,"水生生物研究所",1022
807,"沈阳分院",1022
808,"沈阳应用生态研究所",1022
809,"沈阳自动化研究所",1022
810,"沈阳计算技术研究所",1022
811,"测量与地球物理研究所",1022
812,"渗流流体力学研究所",1022
813,"物理研究所",1022
814,"理化技术研究所",1022
815,"理论物理研究所",1022
816,"生态中心",1022
817,"生态环境研究中心",1022
818,"生物物理研究所",1022
819,"生物系",1022
820,"电子学研究所",1022
821,"电工研究所",1022
822,"盐湖研究所",1022
823,"石家庄农业现代化研究所",1022
824,"研究生院",1022
825,"研究生院本部",1022
826,"福建物质结构研究所",1022
827,"科技政策与管理科学研究所",1022
828,"空间科学与应用研究中心",1022
829,"等离子体物理研究所",1022
830,"管理学院",1022
831,"紫金山天文台",1022
832,"自动化研究所",1022
833,"自然科学史研究所",1022
834,"西北高原生物研究所",1022
835,"西双版纳热带植物园",1022
836,"西安光学精密机械研究所",1022
837,"西安分院",1022
838,"计算与通信工程学院",1022
839,"计算技术研究所",1022
840,"计算机网络信息中心",1022
841,"资源与环境学院",1022
842,"资环学院",1022
843,"软件研究所",1022
844,"过程工程研究所",1022
845,"近代物理研究所",1022
846,"近物所",1022
847,"遗传与发育生物学研究所",1022
848,"遥感应用研究所",1022
849,"金属研究所",1022
850,"长春光机所",1022
851,"长春分院",1022
852,"长春应用化学研究所",1022
853,"长沙大地构造研究所",1022
854,"院直属地球化学研究所",1022
855,"青藏高原所",1022
856,"高能物理研究所",1022
857,"东方学院",1023
858,"东直门医院",1023
859,"中药制药",1023
860,"中药学院",1023
861,"中药系",1023
862,"台港澳中医学部",1023
863,"国际学院",1023
864,"基础医学院",1023
865,"护理学院",1023
866,"教育培训中心",1023
867,"文法系",1023
868,"管理学院",1023
869,"继续教育学院",1023
870,"远程教育学院",1023
871,"针灸学院",1023
872,"高职",1023
873,"人文学院",1024
874,"会计学院",1024
875,"伪科学与现代艺术学院",1024
876,"信息学院",1024
877,"公共管理系",1024
878,"劳动经济学院",1024
879,"华侨学院",1024
880,"城市学院",1024
881,"外语系",1024
882,"安全与环境工程学院",1024
883,"密云分校",1024
884,"对外文化交流学院",1024
885,"工商管理学院",1024
886,"法学系",1024
887,"经济学院",1024
888,"统计学院",1024
889,"财政税务学院",1024
890,"贸经系",1024
891,"金融学院",1024
892,"长城旅游学院",1024
893,"MBA教育中心",1025
894,"中国公共财政与政策研究院",1025
895,"中国经济与管理研究院",1025
896,"中国金融发展研究院",1025
897,"会计学院",1025
898,"体育经济与管理系",1025
899,"保险学院",1025
900,"信息学院",1025
901,"华夏管理学院",1025
902,"商学院",1025
903,"国防经济与管理研究院",1025
904,"外语学院",1025
905,"投资经济系",1025
906,"政府管理学院",1025
907,"文化与传媒学院",1025
908,"新闻",1025
909,"法学院",1025
910,"社会发展学院",1025
911,"税务学院",1025
912,"管理工程学院",1025
913,"经济学院",1025
914,"经济数学系",1025
915,"统计学院",1025
916,"财政与公共管理学院",1025
917,"财政学院",1025
918,"金融学院",1025
919,"信息工程学院",1026
920,"动漫学院",1026
921,"建筑工程学院",1026
922,"成人教育学院",1026
923,"文法学院",1026
924,"机电工程学院",1026
925,"机电工程学院自动化系",1026
926,"理学院",1026
927,"经济管理学院",1026
928,"艺术学院",1026
929,"人文与社会科学部",1027
930,"会计学专业",1027
931,"体育教学部",1027
932,"信息与计算科学专业",1027
933,"信息管理与信息系统专业",1027
934,"化学工程与工艺专业",1027
935,"化工学院",1027
936,"国济经济与贸易专业",1027
937,"土木工程专业",1027
938,"地质工程专业",1027
939,"外语系",1027
940,"工商管理专业",1027
941,"工商管理学院",1027
942,"市场营销专业",1027
943,"应用化学专业",1027
944,"数理系",1027
945,"机械设计制造及其自动化",1027
946,"机电工程学院",1027
947,"材料科学专业",1027
948,"油气储运工程专业",1027
949,"环境工程专业",1027
950,"环境科学专业",1027
951,"电子信息工程专业",1027
952,"石油天然气工程学院",1027
953,"石油工程专业",1027
954,"自动化专业",1027
955,"计算机科学与技术专业",1027
956,"财务管理专业",1027
957,"资源与信息学院",1027
958,"过程装备与控制工程专业",1027
959,"高职",1027
960,IPP,1028
961,"国际关系研究所",1028
962,"国际法系",1028
963,"国际经济系",1028
964,"基础教学部",1028
965,"外交学系",1028
966,"外语系",1028
967,"成教学院",1028
968,"研究生部",1028
969,"英语系",1028
970,"两课教研部",1029
971,"中国书法文化研究所",1029
972,"体育教研部",1029
973,"信息工程学院",1029
974,"初等教育学院",1029
975,"化学系",1029
976,"历史系",1029
977,"国际文化学院",1029
978,"外国语学院",1029
979,"大英教研部",1029
980,"应用外语学院",1029
981,"成教学院",1029
982,"政法学院",1029
983,"教育技术系",1029
984,"数学科学学院",1029
985,"文学院",1029
986,"物理系",1029
987,"生命科学学院",1029
988,"科德学院",1029
989,"经济管理学院",1029
990,"美术学院",1029
991,"艺术与传媒学院",1029
992,"资环学院",1029
993,"音乐学院",1029
994,"导演系",1030
995,"影视艺术职业学院",1030
996,"戏剧文学系",1030
997,"成人教育学院",1030
998,"电影电视系",1030
999,"舞台美术系",1030
1000,"艺术管理系",1030
1001,"表演系",1030
1002,"中国语言文学系",1031
1003,"体育教学中心",1031
1004,"公共管理系",1031
1005,"外国语言文学系",1031
1006,"外语教学研究中心",1031
1007,"文化基础部",1031
1008,"新闻与传播系",1031
1009,"法律系",1031
1010,"社会工作与管理系",1031
1011,"社会科学部",1031
1012,"管理系",1031
1013,"经济系",1031
1014,"职业技术学院",1031
1015,"计算机教学与应用中心",1031
1016,"计算机系",1031
1017,"财政金融系",1031
1018,"青少年工作系",1031
1019,"中国外语教育研究中心",1032
1020,"亚非学院东南亚语系马来语",1032
1021,"亚非学院西亚非洲语系",1032
1022,"亚非学院韩语系",1032
1023,"亚非语系",1032
1024,"俄语学院",1032
1025,"保加利亚语",1032
1026,"国际交流学院",1032
1027,"国际关系学院",1032
1028,"国际商学院",1032
1029,"培训学院",1032
1030,"德语系",1032
1031,"意大利语",1032
1032,"日语系",1032
1033,"欧洲语言系",1032
1034,"法学院",1032
1035,"法语系",1032
1036,"法语系意大利语专业",1032
1037,"瑞典语",1032
1038,"继续教育学院",1032
1039,"英语",1032
1040,"英语学院",1032
1041,"西班牙语系",1032
1042,"西葡语系",1032
1043,"计算机",1032
1044,"阿拉伯语系",1032
1045,"高级翻译学院",1032
1046,"人文与社会科学学院",1033
1047,"人文学院",1033
1048,"体育教学部",1033
1049,"信息工程系",1033
1050,"动力工程系",1033
1051,"动力系",1033
