did,depname,univid
10919,"数字控制系",10506
10920,"经济管理系",10506
10921,"计算机",10506
10922,"通信工程系",10506
10923,"纺织染化系",10507
10924,"自动化系",10507
10925,"人物形象设计",10508
10926,"制衣工程",10508
10927,"商务分院",10508
10928,"新型纺织机电技术",10508
10929,"服装分院",10508
10930,"服装设计",10508
10931,"纺织品装饰艺术设计",10508
10932,"艺术工程分院",10508
10933,"人文科学系",10509
10934,"信息工程系",10509
10935,"土木工程系",10509
10936,"工商管理系",10509
10937,"数控工程系",10509
10938,"机械工程系",10509
10939,"材料工程系",10509
10940,"物流管理系",10509
10941,"电子工程系",10509
10942,"电气工程系",10509
10943,"机械系",10510
10944,"机电工程系",10510
10945,"热能化工系",10510
10946,"电子工程系",10510
10947,"电子系",10510
10948,"经济管理系",10510
10949,"人文系",10511
10950,"信息工程系",10511
10951,"医药系",10511
10952,"商务系",10511
10953,"外语系",10511
10954,"服装系",10511
10955,"珠宝系",10511
10956,"电子工程",10511
10957,"管科系",10511
10958,"艺术系",10511
10959,"计算机科学系",10511
10960,"财贸系",10511
10961,"机械工程系",10512
10962,"机电工程系",10512
10963,"电气工程系",10512
10964,"管理工程系",10512
10965,"航空系",10512
10966,"计算机科学系",10512
10967,"信息工程系",10513
10968,"公路系",10513
10969,"城市学院",10513
10970,"机械系",10513
10971,"汽车工程系",10513
10972,"经济管理系",10513
10973,"公共管理系",10514
10974,"工商管理系",10514
10975,"经济系",10514
10976,"行政系",10514
10977,"计算机",10514
10978,"财务管理",10514
10979,"侦查系",10515
10980,"公安信息技术系",10515
10981,"公安系",10515
10982,"刑侦系",10515
10983,"司法系",10515
10984,"治安系",10515
10985,"法外",10515
10986,"法律系",10515
10987,"烹饪工艺与营养",10516
10988,"医学系",10517
10989,"医技系",10517
10990,"地质测量系",10517
10991,"基础部",10517
10992,"护理系",10517
10993,"机电工程系",10517
10994,"电子工程系",10517
10995,"经管系",10517
10996,"资源一系",10517
10997,"资源二系",10517
10998,"人文社会科学系",10518
10999,"管理科学系",10518
11000,"经济贸易系",10518
11001,"自动化与信息工程系",10518
11002,"青少年教育系",10518
11003,"公桥系",10519
11004,"城市轨道交通工程",10519
11005,"基础部",10519
11006,"建筑工程系",10519
11007,"机电工程系",10519
11008,"铁道工程",10519
11009,"信息与控制系",10520
11010,"信息与管理工程系",10520
11011,"应用数理系",10520
11012,"电信系",10520
11013,"管理系",10520
11014,"经济与贸易系",10520
11015,"计算机系",10520
11016,"通信",10520
11017,"通信技术",10520
11018,"人文系",10521
11019,"信息工程系",10521
11020,"工商管理系",10521
11021,"建工系",10521
11022,"数控工程系",10521
11023,"旅游系",10521
11024,"机械工程系",10521
11025,"材料工程系",10521
11026,"物流管理",10521
11027,"电气系",10521
11028,"管理系",10521
11029,"艺术系",10521
11030,"计算机科学系",10521
11031,"财经系",10521
11032,"商洛职业技术学院",10522
11033,"医学系",10523
11034,"师范系",10523
11035,"建工系",10523
11036,"机电系",10523
11037,"中文系",10524
11038,"信息与教育科学系",10524
11039,"化学化工系",10524
11040,"历史与文化传播系",10524
11041,"政治经济系",10524
11042,"数学系",10524
11043,"渭南师范学院",10524
11044,"渭南师范学院外语系",10524
11045,"渭南师范学院数学系",10524
11046,"物理系",10524
11047,"管理科学系",10524
11048,"艺术系",10524
11049,"计算机科学系",10524
11050,"高护",10524
11051,"动力系",10525
11052,"电力系",10525
11053,"管理系",10525
11054,"计算机系",10525
11055,"传媒系",10527
11056,"信息工程系",10527
11057,"本科部",10527
11058,"管理系",10527
11059,"网络系",10527
11060,"西安高新科技学院",10527
11061,"计算机系",10527
11062,"财经系",10527
11063,"中澳国际学院",10528
11064,"人文社会科学学院",10528
11065,"体育部",10528
11066,"咸阳校区",10528
11067,"应用技术学院",10528
11068,"建筑工程系",10528
11069,"成人教育学院",10528
11070,"服装与艺术设计学院",10528
11071,"机电工程学院",10528
11072,"环境与化学工程学院",10528
11073,"理学院",10528
11074,"电子信息学院",10528
11075,"福州服装学院",10528
11076,"空军工程大学",10528
11077,"管理学院",10528
11078,"纺织与材料学院",10528
11079,"职业技术学院",10528
11080,"艺术工程学院",10528
11081,"计算机科学学院",10528
11082,"中医美容",10529
11083,"中药",10529
11084,"医疗美容",10529
11085,"护理",10529
11086,"西安海棠学院",10529
11087,"动力工程系",10530
11088,"基础课部",10530
11089,"机械工程系",10530
11090,"清华大学远程教学中心",10530
11091,"生物医电学院",10530
11092,"电气系",10530
11093,"经济管理系",10530
11094,"继续教育部",10530
11095,"航空机务学院",10530
11096,"计算机工程系",10530
11097,"动力工程系",10531
11098,"基础学部",10531
11099,"基础课部",10531
11100,"外国语言系",10531
11101,"机械工程系",10531
11102,"机电工程系",10531
11103,"清华大学远程教学中心",10531
11104,"电子商务",10531
11105,"电气工程系",10531
11106,"管理工程系",10531
11107,"继续教育部",10531
11108,"航空工程及自动化系",10531
11109,"航空系",10531
11110,"计算机科学系",10531
11111,"计算机管理与工程系",10531
11112,"计管系",10531
11113,"电子工程系",10532
11114,"经济贸易系",10532
11115,"基础部",10533
11116,"汽车技术系",10533
11117,"汽车检测与维修",10533
11118,"汽车运用系",10533
11119,"经济管理系",10533
11120,"经管系",10533
11121,"国际商务",10534
11122,"工业技术系",10534
11123,"机械工程系",10534
11124,"经济管理系",10534
11125,"西安三资学院",10534
11126,"计算机信息管理",10534
11127,"计算机网络技术",10534
11128,"人文社会科学系",10535
11129,"信息管理系",10535
11130,"国际系",10535
11131,"外语系",10535
11132,"工业工程系",10535
11133,"建筑工程系",10535
11134,"机械电子工程系",10535
11135,"机电一体化",10535
11136,"汽车工程系",10535
11137,"电子与信息工程系",10535
11138,"电子商务",10535
11139,"管理科学与工程系",10535
11140,"经济商贸系",10535
11141,"计算机科学与技术系",10535
11142,"软件技术",10535
11143,"金融与会计系",10535
11144,"交通运输系",10536
11145,"土木工程",10536
11146,"机电系",10536
11147,"物流管理",10536
11148,"电信运输系",10536
11149,"电子信息系",10536
11150,"铁道工程",10536
11151,"工业分院",10537
11152,"中文系",10538
11153,"人文学院",10538
11154,"体育系",10538
11155,"信息工程学院",10538
11156,"化学系",10538
11157,"外语系",10538
11158,"政法系",10538
11159,"数学系",10538
11160,"物理系",10538
11161,"电子信息系",10538
11162,"管理学院",10538
11163,"西藏民族学院",10538
11164,"计算机系",10538
11165,"财经学院",10538
11166,"资城系",10538
11167,"陕西工业职业技术学院",10538
11168,"农林工程分院",10540
11169,"延安职业技术学院",10540
11170,"财经信息分院",10540
11171,"交通与测绘工程系",10541
11172,"农学系",10541
11173,"动物工程系",10541
11174,"基础课部",10541
11175,"建筑工程系",10541
11176,"旅游与管理系",10541
11177,"机电工程系",10541
11178,"水利工程系",10541
11179,"生态环境工程系",10541
11180,"生物工程系",10541
11181,"电子与信息工程系",10541
11182,"经济与贸易系",10541
11183,"药物工程系",10541
11184,"计算机科学网络工程系",10541
11185,"会计",10542
11186,"会计电算化",10542
11187,"市场营销",10542
11188,"计算机应用",10542
11189,"财经文秘",10542
11190,"金融",10542
11191,"中德国际学院",10543
11192,"印刷工程系",10543
11193,"商学院",10543
11194,"机电工程系",10543
11195,"电子工程系",10543
11196,"西安大众汽车学院",10543
11197,"计算机信息工程系",10543
11198,"中文系",10544
11199,"人力资源管理",10544
11200,"人文环境系",10544
11201,"体育系",10544
11202,"公共事务管理",10544
11203,"化学系",10544
11204,"培训学院",10544
11205,"外语系",10544
11206,"心理咨询",10544
11207,"政法系",10544
11208,"教育系",10544
11209,"数学系",10544
11210,"数理工程系",10544
11211,"旅游管理",10544
11212,"物理系",10544
11213,"生物系",10544
11214,"电子信息工程技术",10544
11215,"美术系",10544
11216,"职业技术教育学院",10544
11217,"计算机科学系",10544
11218,"音乐系",10544
11219,"医疗美容技术",10547
11220,"土木工程",10547
11221,"地下工程与隧道技术",10547
11222,"城市轨道交通工程技术",10547
11223,"基础工程技术",10547
11224,"工程造价",10547
11225,"市政工程技术",10547
11226,"应用英语",10547
11227,"建筑工程技术",10547
11228,"护理",10547
11229,"物业管理",10547
11230,"道路桥梁工程技术",10547
11231,"铁道工程技术",10547
11232,"铁道通信信号",10547
11233,"中厦建筑工程学院",10549
11234,"亚欧学院",10549
11235,"信息工程学院",10549
11236,"农艺学院",10549
11237,"国际语言学院",10549
11238,"康元服装学院",10549
11239,"旅游学院",10549
11240,"武术学院",10549
11241,"汽车工程学院",10549
11242,"法学院",10549
11243,"自立学院",10549
11244,"艺术学院",10549
11245,"财经学院",10549
11246,"软件工程学院",10549
11247,"都市传媒学院",10549
11248,"长寿国际商学院",10549
11249,"阳初教育学院",10549
11250,"预科部",10549
11251,"数控技术",10550
11252,"机电工程系",10550
11253,"计算机系",10550
11254,"华清学院",10551
11255,"会计系",10552
11256,"管理系",10552
11257,"经济系",10552
11258,"信工系",10553
11259,"经管系",10553
11260,"光电信息系",10554
11261,"机电信息系",10554
11262,"电子信息系",10554
11263,"管理信息系",10554
11264,"外语系",10555
11265,"建工系",10555
11266,"文法系",10555
11267,"理工系",10555
11268,"经管系",10555
11269,"长安学院",10556
11270,"电信",10563
11271,"经管",10563
11272,"计算机",10563
11273,"工商管理",10564
11274,"汉语言文学",10564
11275,"西北大学现代学院",10564
11276,"HOPE护理学院",11001
11277,"WTO学院",11001
11278,"东湖分校",11001
11279,"人文科学试验班",11001
11280,"信息安全",11001
11281,"信息管理学院",11001
11282,"公共卫生学院",11001
11283,"动力与机械学院",11001
11284,"化学与分子科学学院",11001
11285,"医学院",11001
11286,"印刷与包装系",11001
11287,"历史学院",11001
11288,"口腔医学院",11001
11289,"哲学学院",11001
11290,"国际软件学院",11001
11291,"土木建筑工程学院",11001
11292,"城市设计学院",11001
11293,"基础医学院",11001
11294,"外国语言文学学院",11001
11295,"心理学系",11001
11296,"政治与公共管理学院",11001
11297,"教育科学学院",11001
11298,"数学与统计学院",11001
11299,"数理金融试验班",11001
11300,"文学院",11001
11301,"新闻与传播学院",11001
11302,"材料科学与工程学院",11001
11303,"水利水电学院",11001
11304,"法学院",11001
11305,"测绘学院",11001
11306,"测绘遥感信息工程国家重点实验室",11001
11307,"物理科学与技术学院",11001
11308,"生命科学学院",11001
11309,"电子信息学院",11001
11310,"电气工程学院",11001
11311,"社会学系",11001
11312,"社会科学学部",11001
11313,"第一临床学院",11001
11314,"第二临床学院",11001
11315,"经济与管理学院",11001
11316,"继续教育学院",11001
11317,"网络教育学院",11001
11318,"艺术系",11001
11319,"药学院",11001
11320,"计算机学院",11001
11321,"资源与环境科学学院",11001
11322,"软件工程国家重点实验室",11001
11323,"遥感信息工程学院",11001
11324,"中文系",11002
11325,"人文学院",11002
11326,"体育部",11002
11327,"信息安全",11002
11328,"光电子工程系",11002
11329,"光电子科学与工程学院",11002
11330,"公共管理学院",11002
11331,"化学系",11002
11332,"医药卫生管理学院",11002
11333,"华中科技大学文华学院",11002
11334,"华中科技大学武昌分校",11002
11335,"历史研究所",11002
11336,"同济医学院",11002
11337,"同济医学院公共卫生学院",11002
11338,"同济医学院护理系",11002
11339,"同济医学院法医系",11002
11340,"同济医学院第一临床学院",11002
11341,"同济医学院第二临床学院",11002
11342,"同济医学院药学院",11002
11343,"哲学系",11002
11344,"国际教育学院",11002
11345,"图像识别与人工智能研究所",11002
11346,"图龙学院",11002
11347,"土木工程与力学学院",11002
11348,"基础医学院",11002
11349,"外国语学院",11002
11350,"外语系",11002
11351,"大学生艺术团",11002
11352,"工程管理",11002
11353,"建筑与城市规划学院",11002
11354,"控制科学与工程系",11002
11355,"政治教育系",11002
11356,"教育科学研究院",11002
11357,"数学系",11002
11358,"文华学院",11002
11359,"新闻与信息传播学院",11002
11360,"机械科学与工程学院",11002
11361,"材料科学与工程学院",11002
11362,"武昌分校",11002
11363,"武昌分校外语系",11002
11364,"武昌分校新闻传播系",11002
11365,"武昌分校法学系",11002
11366,"武昌分校经济管理系",11002
11367,"武昌分校自动化系",11002
11368,"水电与数字化工程学院",11002
11369,"法学院",11002
11370,"激光技术与工程研究院",11002
11371,"物理系",11002
11372,"环境科学与工程学院",11002
11373,"现代教育技术中心",11002
11374,"生命科学与技术学院",11002
11375,"电子与信息工程系",11002
11376,"电子科学与技术系",11002
11377,"电气与电子工程学院",11002
11378,"研究生院",11002
11379,"社会学系",11002
11380,"第二临床学院",11002
11381,"管理学院",11002
11382,"经济学院",11002
11383,"网络与计算中心",11002
11384,"能源与动力工程学院",11002
11385,"船舶与海洋工程学院",11002
11386,"艺术设计系",11002
11387,"药学院",11002
11388,"计算机科学与技术学院",11002
11389,"软件学院",11002
11390,"远程与继续教育学院",11002
11391,"体育课部",11003
11392,"动物科学与动物医学院",11003
11393,"园艺林学学院",11003
11394,"土地管理学院",11003
11395,"外语系",11003
11396,"工程技术学院",11003
11397,"文法学院",11003
11398,"植物科学技术学院",11003
11399,"楚天学院",11003
11400,"水产学院",11003
11401,"理学院",11003
11402,"生命科学技术学院",11003
11403,"经济管理与土地管理学院",11003
11404,"经济管理学院",11003
11405,"经济贸易学院",11003
11406,"继续教育学院",11003
11407,"计算机",11003
11408,"资源与环境学院",11003
11409,"食品科学技术学院",11003
11410,"交通学院",11004
11411,"体育部",11004
11412,"信息学院",11004
11413,"化工学院",11004
11414,"华夏学院",11004
11415,"国际教育学院",11004
11416,"国际贸易",11004
11417,"土木工程与建筑学院",11004
11418,"复合材料系",11004
11419,"外语学院",11004
11420,"工商管理",11004
11421,"工程管理",11004
11422,"建筑工程",11004
11423,"政治与行政学院",11004
11424,"文法学院",11004
11425,"机电学院",11004
11426,"材料科学与工程学院",11004
11427,"汽车学院",11004
11428,"法语系",11004
11429,"物流学院",11004
11430,"理学院",11004
11431,"电子商务",11004
11432,"管理学院",11004
11433,"经济学院",11004
11434,"继续教育学院",11004
11435,"网络教育学院",11004
11436,"职业技术学院",11004
11437,"能动学院",11004
11438,"能源与动力工程学院",11004
11439,"自动化学院",11004
11440,"航运学院",11004
11441,"艺术与设计学院",11004
11442,"计算机信息管理系",11004
11443,"计算机学院",11004
11444,"设计学院",11004
11445,"体育课部",11005
11446,"信息工程学院",11005
11447,"商学院",11005
11448,"国际教育学院",11005
11449,"地球物理与空间信息学院",11005
11450,"地球科学学院",11005
11451,"地空学院",11005
11452,"外语学院",11005
11453,"工程学院",11005
11454,"德育课部",11005
11455,"成人教育学院",11005
11456,"政法学院",11005
11457,"数学与物理学院",11005
11458,"机械与电子工程学院",11005
11459,"机电学院",11005
11460,"材料科学与化学工程学院",11005
11461,"江城学院",11005
11462,"环境学院",11005
11463,"研究生院",11005
11464,"管理学院",11005
11465,"经济学院",11005
11466,"继续教育学院",11005
11467,"网络教育学院",11005
11468,"艺术与传媒学院",11005
11469,"计算机学院",11005
11470,"资源学院",11005
11471,"预科",11005
11472,"人文学院",11006
11473,"会计学院",11006
11474,"信息学院",11006
11475,"公共管理学院",11006
11476,"公安学院",11006
11477,"军事经济学院",11006
11478,"农行武院",11006
11479,"外国语学院",11006
11480,"安全科学与管理学院",11006
11481,"工商管理学院",11006
11482,"成教学院",11006
11483,"新华金融保险学院",11006
11484,"新闻与文化传播学院",11006
11485,"武汉学院",11006
11486,"法学院",11006
11487,"研究生院",11006
11488,"经济学院",11006
11489,"财政税务学院",11006
11490,"体育教学部",11007
11491,"公共管理学院",11007
11492,"化学与材料科学学院",11007
11493,"国际教育学院",11007
11494,"外语学院",11007
11495,"工商学院",11007
11496,"工商管理学院",11007
11497,"成教（职业技术）学院",11007
11498,"文学与新闻传播学院",11007
11499,"文学院",11007
11500,"新闻系",11007
11501,"民族学与社会学学院",11007
11502,"法学院",11007
11503,"生命科学学院",11007
11504,"电子信息工程学院",11007
11505,"社会科学部",11007
11506,"管理学院",11007
11507,"经济学院",11007
11508,"美术学院",11007
11509,"计算与实验中心",11007
11510,"计算机科学学院",11007
11511,"预科部",11007
11512,"传媒学院",11008
11513,"体育学院",11008
11514,"信息技术系",11008
11515,"信息科学与技术学院",11008
11516,"信息管理系",11008
11517,"化学学院",11008
11518,"历史文化学院",11008
11519,"国际文化交流学院",11008
11520,"国际金融",11008
11521,"城市与环境科学学院",11008
11522,"外语学院",11008
11523,"大众传播",11008
11524,"心理学院",11008
11525,"政治学研究院",11008
11526,"政法学院",11008
11527,"教育学院",11008
11528,"数学与统计学院",11008
11529,"文学院",11008
11530,"文学院研究生院",11008
11531,"文教中心",11008
11532,"武汉传媒学院",11008
11533,"武汉影视工程学院",11008
11534,"汉口分校",11008
11535,"法学院",11008
11536,"物理科学与技术学院",11008
11537,"生命科学学院",11008
11538,"电子信息与通信工程学院",11008
11539,"电子商务",11008
11540,"社会学系",11008
11541,"管理学院",11008
11542,"经济学院",11008
11543,"继续教育学院",11008
11544,"网络教育学院",11008
11545,"美术学院",11008
11546,"艺术设计学院",11008
11547,"计算机科学系",11008
11548,"财会系",11008
11549,"音乐学院",11008
11550,"高等职业技术学院",11008
11551,"人文科学系",11009
11552,"体育课教学部",11009
11553,"健康科学与护理系",11009
11554,"动物科学与营养工程学院",11009
11555,"化学与环境工程学院",11009
11556,"土木工程与建筑学院",11009
11557,"外国语言文学系",11009
11558,"工商学院",11009
11559,"数理科学系",11009
11560,"机械工程学院",11009
11561,"生物与制药工程学院",11009
11562,"电气信息工程系",11009
11563,"经济与管理学院",11009
11564,"继续教育学院",11009
11565,"艺术与设计系",11009
11566,"计算机与信息工程系",11009
11567,"食品科学与工程学院",11009
11568,"人文社科学院",11010
11569,"会计学院",11010
11570,"体育课部",11010
11571,"化学工程学院",11010
11572,"国贸系",11010
11573,"城市学院",11010
11574,"城市建设学院",11010
11575,"外经贸学院",11010
11576,"外语系",11010
11577,"审计系",11010
11578,"工业设计",11010
11579,"服装学院",11010
11580,"机电工程学院",11010
11581,"武汉科技学院",11010
11582,"环境与城建学院",11010
11583,"理学院",11010
11584,"生命科学学院",11010
11585,"电子信息工程学院",11010
11586,"研究生院",11010
11587,"纺织与材料学院",11010
11588,"经济信息系",11010
11589,"经济管理学院",11010
11590,"职(成)教学院",11010
11591,"艺术与设计学院",11010
11592,"计算机科学学院",11010
11593,"财税系",11010
11594,"中医系",11011
11595,"体育部",11011
11596,"信息技术系",11011
11597,"医学检验技术系",11011
11598,"基础医学部",11011
11599,"外语教学部",11011
11600,"护理系",11011
11601,"生物医学工程学院",11011
11602,"社会科学部",11011
11603,"管理系",11011
11604,"药学院",11011
11605,"针灸骨伤系",11011
11606,"会计学院",11012
11607,"体育教学部",11012
11608,"信息管理学院",11012
11609,"国际教育学院",11012
11610,"外语系",11012
11611,"室内设计",11012
11612,"工商管理学院",11012
11613,"旅游与酒店管理学院",11012
11614,"法商学院",11012
11615,"法学系",11012
11616,"湖北经济学院",11012
11617,"社会科学系",11012
11618,"管理技术学院",11012
11619,"经济信息系",11012
11620,"经贸学院",11012
11621,"继续教育学院",11012
11622,"艺术与传播",11012
11623,"计算机与电子科学系",11012
11624,"财政与公共管理系",11012
11625,"金融学院",11012
11626,"侦查系",11013
11627,"信息技术系",11013
11628,"公共基础课教学部",11013
11629,"刑事科学技术",11013
11630,"实战训练基地",11013
11631,"思想理论教育课教学部",11013
11632,"成人教育处",11013
11633,"治安管理系",11013
11634,"法律系",11013
11635,"警体战训部",11013
11636,"警官培训部",11013
11637,"警察临战学系",11013
11638,"体育信息技术",11014
11639,"体育教育学院",11014
11640,"体育新闻与外语系",11014
11641,"体育社会科学学院",11014
11642,"体育科技学院",11014
11643,"体育系",11014
11644,"体育艺术系",11014
11645,"健康科学学院",11014
11646,"培训部",11014
11647,"外语系",11014
11648,"成人教育学院",11014
11649,"武术学院",11014
11650,"现代教育技术中心",11014
11651,"研究生部",11014
11652,"竞技体育学院",11014
11653,"竞技体育运动学校",11014
11654,"经管学院",11014
11655,"运动人体科学与心理学系",11014
11656,"运动系",11014
11657,"中国画系",11015
11658,"动画学院",11015
11659,"壁画系",11015
11660,"工业设计系",11015
11661,"服装系",11015
11662,"油画系",11015
11663,"版画系",11015
11664,"环艺系",11015
11665,"美术学系",11015
11666,"美术教育系",11015
11667,"艺术设计学院",11015
11668,"设计系",11015
11669,"雕塑系",11015
11670,"作曲系",11016
11671,"声乐系",11016
11672,"成人教育学院",11016
11673,"民乐系",11016
11674,"演艺学院",11016
11675,"社会科学部",11016
11676,"管弦系",11016
11677,"舞蹈系",11016
11678,"钢琴系",11016
11679,"音乐学系",11016
11680,"音乐教育学院",11016
11681,"两课部系",11017
11682,"体育系",11017
11683,"信息管理系",11017
11684,"制药工程系",11017
11685,"园林系",11017
11686,"外语系",11017
11687,"实验设备管理处",11017
11688,"应用化学系",11017
11689,"机电工程系",11017
11690,"环境工程系",11017
11691,"生物实验中心",11017
11692,"生物工程系",11017
11693,"生物技术系",11017
11694,"管理工程系",11017
11695,"艺术系",11017
11696,"计算机系",11017
11697,"体育部",11018
11698,"化学与环境工程学院",11018
11699,"商贸学院",11018
11700,"土木工程与建筑学院",11018
11701,"外国语学院",11018
11702,"工程学院",11018
11703,"工程技术学院",11018
11704,"机械工程学院",11018
11705,"机电研究设计院",11018
11706,"理学院",11018
11707,"生物工程学院",11018
11708,"电气与电子工程学院",11018
11709,"管理学院",11018
11710,"管理系",11018
11711,"经济与政法学院",11018
11712,"职业与成人教育学院",11018
11713,"艺术设计学院",11018
11714,"计算机学院",11018
11715,"人民武装学院",11019
11716,"体育学院",11019
11717,"化学化工学院",11019
11718,"历史文化学院",11019
11719,"哲学系",11019
11720,"商学院",11019
11721,"国际教育学院",11019
11722,"培训学院",11019
11723,"外国语学院",11019
11724,"成人教育学院",11019
11725,"政法与公共管理学院",11019
11726,"教育学院",11019
11727,"数学与计算机科学学院",11019
11728,"文学院",11019
11729,"旅游管理",11019
11730,"材料科学与工程学院",11019
11731,"物理学与电子技术学院",11019
11732,"生命科学学院",11019
11733,"电子信息工程",11019
11734,"电子商务",11019
11735,"知行学院",11019
11736,"继续教育学院",11019
11737,"职业技术学院",11019
11738,"艺术学院",11019
11739,"计算机",11019
11740,"资源环境学院",11019
11741,"人文学院",11020
11742,"体育学院",11020
11743,"化学与环境工程学院",11020
11744,"医学与生命科学学院",11020
11745,"卫生技术学院",11020
11746,"商学院",11020
11747,"外国语学院",11020
11748,"实验师范学院",11020
11749,"政法学院",11020
11750,"教育学院",11020
11751,"数学与计算机科学学院",11020
11752,"文理学院",11020
11753,"机电与建筑工程学院",11020
11754,"机电工程系",11020
11755,"汽车销售",11020
11756,"物理与信息工程学院",11020
11757,"现代艺术学院",11020
11758,"继续教育学院",11020
11759,"艺术学院",11020
11760,"高等职业技术学院",11020
11761,"体育部",11021
11762,"信息工程学院",11021
11763,"化工与制药学院",11021
11764,"国际学院",11021
11765,"土建学院",11021
11766,"土木工程",11021
11767,"外语学院",11021
11768,"工商学院",11021
11769,"广告学",11021
11770,"成教学院",11021
11771,"政治与法律学院",11021
11772,"机械工程学院",11021
11773,"材料科学与工程学院",11021
11774,"环境与城市建设学院",11021
11775,"理学院",11021
11776,"电气信息学院",11021
11777,"经济管理学院",11021
11778,"职业技术学院",11021
11779,"能源与动力工程学院",11021
11780,"自动化",11021
11781,"艺术设计学院",11021
11782,"计算机科学与工程学院",11021
11783,"邮电与信息工程学院",11021
11784,"中南分校",11022
11785,"临床学院附属医院",11022
11786,"体育课部",11022
11787,"信息科学与工程学院",11022
11788,"化学工程与技术学院",11022
11789,"医学院",11022
11790,"商学院",11022
11791,"国际学院",11022
11792,"土木工程",11022
11793,"城市学院",11022
11794,"城市建设学院",11022
11795,"外国语学院",11022
11796,"外语外事学院",11022
11797,"外语外事职业学院",11022
11798,"外院",11022
11799,"成人教育学院",11022
11800,"文法与经济学院",11022
11801,"文法学院",11022
11802,"机械自动化学院",11022
11803,"机电",11022
11804,"材料与冶金学院",11022
11805,"汽车",11022
11806,"法商系",11022
11807,"理学院",11022
11808,"生命科学学院",11022
11809,"电子技术学院",11022
11810,"管理学院",11022
11811,"职业技术学院",11022
11812,"艺术与设计学院",11022
11813,"艺术学院",11022
11814,"计算机科学与技术学院",11022
11815,"资源与环境工程学院",11022
11816,"体育学院",11051
11817,"信息与数学学院",11051
11818,"信息系",11051
11819,"农学院",11051
11820,"动物科学学院",11051
11821,"化学与环境工程学院",11051
11822,"化工",11051
11823,"医学院",11051
11824,"园艺园林学院",11051
11825,"国际学院",11051
11826,"地球化学系",11051
11827,"地球物理与石油资源学院",11051
11828,"地球科学学院",11051
11829,"城市建设学院",11051
11830,"外国语学院",11051
11831,"工程技术学院",11051
11832,"政治与法律学院",11051
11833,"政法学院",11051
11834,"教育学院",11051
11835,"教育科学系",11051
11836,"文学院",11051
11837,"文理学院",11051
11838,"机械工程学院",11051
11839,"物理实验中心",11051
11840,"物理科学与技术学院",11051
11841,"生命科学学院",11051
11842,"电子信息学院",11051
11843,"石油工程学院",11051
11844,"石油资源系",11051
11845,"研究生学院",11051
11846,"管理学院",11051
11847,"经济学院",11051
11848,"继续教育学院",11051
11849,"艺术学院",11051
11850,"计算机科学学院",11051
11851,"三峡学院",11101
11852,"体育学院",11101
11853,"化学与生命科学学院",11101
11854,"医学院",11101
11855,"国际文化交流学院",11101
11856,"土木水电学院",11101
11857,"外国语学院",11101
11858,"成教学院",11101
11859,"护理学院",11101
11860,"政法学院",11101
11861,"文学院",11101
11862,"机械与材料学院",11101
11863,"理学院",11101
11864,"电力学院",11101
11865,"电气信息学院",11101
11866,"电气系",11101
11867,"科技学院",11101
11868,"第一临床医学院",11101
11869,"第三临床医学院",11101
11870,"第二临床医学院",11101
11871,"经济与管理学院",11101
11872,"经管学院",11101
11873,"职院",11101
11874,"艺术学院",11101
11875,"计算机系",11101
11876,"人文社科",11151
11877,"信息管理",11151
11878,"外语系",11151
11879,"机械工程",11151
11880,"材料工程",11151
11881,"汽车工程",11151
11882,"理学部",11151
11883,"电子信息",11151
11884,"电气工程",11151
11885,"科技学院",11151
11886,"管理工程",11151
11887,"计算中心",11151
11888,"公共管理学院",11152
11889,"医学影象学院",11152
11890,"国际学院涉外护理",11152
11891,"基础医学院",11152
11892,"护理学院",11152
11893,"第一临床学院",11152
11894,"第三临床学院",11152
11895,"第二临床学院",11152
11896,"继续教育学院",11152
11897,"药护学院",11152
11898,"药检学院",11152
11899,"麻醉学系",11152
11900,"体育系",11201
11901,"化学与材料科学学院",11201
11902,"化学系",11201
11903,"土木工程系",11201
11904,"城市建设学院",11201
11905,"外国语学院",11201
11906,"孝感学院新技术学院",11201
11907,"广告系",11201
11908,"政法系",11201
11909,"教育系",11201
11910,"数学系",11201
11911,"文学院",11201
11912,"新技术学院",11201
11913,"物理与电子信息工程学院",11201
11914,"生命科学技术学院",11201
11915,"经济与管理学院",11201
11916,"美术系",11201
11917,"计算机科学系",11201
11918,"音乐系",11201
11919,"中文系",11251
11920,"体育系",11251
11921,"信息工程系",11251
11922,"化学与环境工程系",11251
11923,"历史系",11251
11924,"国际学院",11251
11925,"外语系",11251
11926,"控制科学与工程系",11251
11927,"政法经济系",11251
11928,"教育科学系",11251
11929,"数学系",11251
11930,"文理学院",11251
11931,"物理系",11251
11932,"生物系",11251
11933,"美术系",11251
11934,"计算机科学系",11251
11935,"音乐系",11251
11936,"人文社会科学部",11252
11937,"体育部",11252
11938,"化学工程学院",11252
11939,"医学院",11252
11940,"国际学院",11252
11941,"土木建筑工程学院",11252
11942,"外语学院",11252
11943,"师范学院",11252
11944,"数理学院",11252
11945,"机电工程学院",11252
11946,"环境科学与工程学院",11252
11947,"电气与电子信息学院",11252
11948,"管理学院",11252
11949,"经济与管理学院",11252
11950,"经济学院",11252
11951,"继续教育学院",11252
11952,"网络学院",11252
11953,"艺术学院",11252
11954,"计算机学院",11252
11955,"体育系",11301
11956,"化学与应用化学学院",11301
11957,"商学院",11301
11958,"外国语学院",11301
11959,"政法学院",11301
